,short_name,latest_market_value,highest_market_value,current_club,position,main_position,secondary_position,age,height,league_country,foot,player_agent,outfitter,league,on_loan_from,contract_expires,appearances,goals,assists,yellow,second_yellow,red,minutes_played,goals_conceded,clean_sheets,last_appearances,last_goals,last_yellow,last_second_yellow,last_red,last_goals_conceded,last_clean_sheets,last_assists,last_minutes_played,country,country_2
4014,Nick Bakker,358000.0,440000.0,FC Emmen,Defender - Centre-Back,Centre-Back,1,28.0,1.89,Netherlands,left,unknown,unknown,Eredivisie,0,30.06.2021,8,1,0,4,0,0,630,0,0,35,1,3,0,0,0,0,1,3103,Netherlands,0
4017,Caner Cavlan,523000.0,1100000.0,FC Emmen,Defender - Left-Back,Left-Back,1,28.0,1.75,Netherlands,left,Fortitude Player Management,unknown,Eredivisie,0,30.06.2021,17,6,1,2,1,0,1378,0,0,36,4,5,0,0,0,0,8,3194,Netherlands,1
4018,Denis Granecny,385000.0,550000.0,FC Emmen,Defender - Left-Back,Left-Back,1,21.0,1.8,Netherlands,left,Relatives,unknown,Eredivisie,1,30.06.2021,19,0,1,2,0,0,829,0,0,31,0,5,0,0,0,0,3,1353,Czech Republic,0
4019,Glenn Bijl,880000.0,1100000.0,FC Emmen,Defender - Right-Back,Right-Back,1,25.0,1.8,Netherlands,right,Prime SportBusiness,unknown,Eredivisie,0,30.06.2022,25,1,5,6,1,0,2241,0,0,34,5,9,0,1,0,0,6,3048,Netherlands,0
4020,Desevio Payne,110000.0,440000.0,FC Emmen,Defender - Right-Back,Right-Back,1,24.0,1.82,Netherlands,right,Relatives,Nike,Eredivisie,0,30.06.2020,7,0,0,1,0,0,388,0,0,7,0,0,0,0,0,0,0,493,United States,1
4022,Simon Tibbling,1430000.0,3300000.0,FC Emmen,Midfielder - Central Midfield,Central Midfield,1,25.0,1.75,Netherlands,right,Elite Consulting,adidas,Eredivisie,0,30.06.2022,32,2,3,3,0,0,1569,0,0,48,5,3,0,0,0,0,6,2820,Sweden,0
4023,Michael ChacÃ³n,715000.0,880000.0,FC Emmen,Midfielder - Central Midfield,Central Midfield,1,26.0,1.75,Netherlands,right,GorrÃ© Soccer Management B.V,unknown,Eredivisie,0,30.06.2021,25,1,0,9,0,0,2180,0,0,32,2,6,0,0,0,0,2,2691,Netherlands,1
4024,Hilal Ben Moussa,275000.0,550000.0,FC Emmen,Midfielder - Central Midfield,Central Midfield,1,28.0,1.8,Netherlands,right,The Libra Enterprise,unknown,Eredivisie,0,30.06.2021,11,1,0,1,0,0,870,0,0,26,1,4,0,0,0,0,0,2013,Netherlands,1
4027,Sergio PeÃ±a,1320000.0,1650000.0,FC Emmen,Midfielder - Attacking Midfield,Attacking Midfield,1,24.0,1.77,Netherlands,right,AGREF,Nike,Eredivisie,0,30.06.2022,25,4,3,4,0,0,2096,0,0,38,1,4,0,0,0,0,5,2270,Peru,1
4028,Michael de Leeuw,523000.0,2750000.0,FC Emmen,Midfielder - Attacking Midfield,Attacking Midfield,1,33.0,1.78,Netherlands,right,Soccer Vision BV,unknown,Eredivisie,0,30.06.2021,27,10,4,2,0,0,2347,0,0,16,3,4,0,0,0,0,0,1315,Netherlands,0
4029,Anco Jansen,605000.0,770000.0,FC Emmen,Forward - Left Winger,Left Winger,1,31.0,1.86,Netherlands,right,Perfect Element BV,unknown,Eredivisie,0,30.06.2021,10,1,0,0,0,0,218,0,0,30,5,7,0,0,0,0,8,2457,Netherlands,0
4030,Nikolai Laursen,688000.0,770000.0,FC Emmen,Forward - Right Winger,Right Winger,1,22.0,1.83,Netherlands,right,Essel sports management,unknown,Eredivisie,0,30.06.2022,21,5,3,2,0,0,1610,0,0,28,5,1,0,0,0,0,3,1415,Denmark,0
4031,Sekou Sidibe,385000.0,385000.0,FC Emmen,Forward - Right Winger,Right Winger,1,19.0,1.72,Netherlands,both,PUM,unknown,Eredivisie,0,30.06.2022,24,6,0,5,0,0,1706,0,0,18,3,0,0,0,0,0,2,1008,Belgium,1
4032,Shani Tarashaj,330000.0,4400000.0,FC Emmen,Forward - Second Striker,Second Striker,1,25.0,1.76,Netherlands,right,Soccer Mondial AG,Nike,Eredivisie,1,30.06.2021,2,1,0,0,0,0,89,0,0,12,1,1,0,0,0,0,0,413,Switzerland,1
4033,Marko Kolar,358000.0,660000.0,FC Emmen,Forward - Centre-Forward,Centre-Forward,0,25.0,1.85,Netherlands,right,HBR Sport,unknown,Eredivisie,0,30.06.2021,23,4,4,1,0,0,1577,0,0,27,12,2,0,0,0,0,2,1861,Croatia,0
4034,Janis Blaswich,880000.0,1100000.0,Heracles Almelo,Goalkeeper,Goalkeeper,0,29.0,1.93,Netherlands,right,PRO Profil GmbH,adidas,Eredivisie,0,30.06.2021,26,0,0,2,0,0,2340,34,7,35,0,2,0,0,68,6,0,3105,Germany,0
4035,Michael Brouwer,110000.0,110000.0,Heracles Almelo,Goalkeeper,Goalkeeper,0,27.0,1.9,Netherlands,right,unknown,unknown,Eredivisie,0,30.06.2023,15,0,0,0,0,0,1350,20,2,14,0,0,0,0,22,2,0,1214,Netherlands,0
4037,Mats Knoester,990000.0,1100000.0,Heracles Almelo,Defender - Centre-Back,Centre-Back,1,21.0,1.86,Netherlands,left,Prime SportBusiness,unknown,Eredivisie,0,30.06.2021,28,0,0,0,0,0,2466,0,0,20,1,2,0,0,0,0,0,1623,Netherlands,0
4038,Robin PrÃ¶pper,715000.0,880000.0,Heracles Almelo,Defender - Centre-Back,Centre-Back,1,26.0,1.9,Netherlands,right,Louis Laros,unknown,Eredivisie,0,30.06.2021,18,0,1,5,0,0,1536,0,0,5,0,0,0,0,0,0,1,413,Netherlands,0
4039,Marco Rente,165000.0,165000.0,Heracles Almelo,Defender - Centre-Back,Centre-Back,1,23.0,1.85,Netherlands,right,GÃ¼nter Kutowski,unknown,Eredivisie,0,30.06.2023,22,0,1,2,0,0,1980,0,0,24,3,4,0,0,0,0,1,1920,Germany,0
4040,Jeff Hardeveld,330000.0,550000.0,Heracles Almelo,Defender - Left-Back,Left-Back,1,25.0,1.84,Netherlands,left,Prime SportBusiness,unknown,Eredivisie,0,30.06.2021,18,0,0,1,0,0,1588,0,0,8,0,0,0,0,0,0,1,655,Netherlands,0
4041,Giacomo Quagliata,138000.0,138000.0,Heracles Almelo,Defender - Left-Back,Left-Back,1,20.0,1.77,Netherlands,left,unknown,unknown,Eredivisie,0,30.06.2022,24,0,1,5,0,1,2133,0,0,34,2,4,0,1,0,0,1,2708,Italy,0
4042,Tim Breukers,605000.0,770000.0,Heracles Almelo,Defender - Right-Back,Right-Back,1,32.0,1.82,Netherlands,right,Soccer Vision BV,unknown,Eredivisie,0,30.06.2021,22,1,2,4,0,0,1890,0,0,30,0,4,1,0,0,0,2,2489,Netherlands,0
4043,Navajo Bakboord,385000.0,440000.0,Heracles Almelo,Defender - Right-Back,Right-Back,1,21.0,1.77,Netherlands,right,Muy Manero,Nike,Eredivisie,0,30.06.2021,13,0,1,2,0,0,1080,0,0,23,0,8,0,1,0,0,1,1705,Netherlands,1
4044,Noah Fadiga,303000.0,303000.0,Heracles Almelo,Defender - Right-Back,Right-Back,1,20.0,1.87,Netherlands,both,Relatives,unknown,Eredivisie,0,30.06.2023,25,1,1,5,0,0,1817,0,0,11,1,0,0,0,0,0,0,607,Belgium,1
4045,Orestis Kiomourtzoglou,1430000.0,1650000.0,Heracles Almelo,Midfielder - Defensive Midfield,Defensive Midfield,1,22.0,1.88,Netherlands,right,CN Sports,unknown,Eredivisie,0,30.06.2023,27,2,1,8,0,0,2319,0,0,32,4,5,0,0,0,0,1,1885,Germany,1
4046,Lucas Schoofs,275000.0,550000.0,Heracles Almelo,Midfielder - Defensive Midfield,Defensive Midfield,0,23.0,1.86,Netherlands,right,SportPlus Football Management,unknown,Eredivisie,0,30.06.2021,17,1,0,0,0,0,1460,0,0,0,0,0,0,0,0,0,0,0,Belgium,0
4047,Teun Bijleveld,495000.0,550000.0,Heracles Almelo,Midfielder - Central Midfield,Central Midfield,1,22.0,1.76,Netherlands,left,Forza Sports Group,unknown,Eredivisie,0,30.06.2021,35,4,2,0,0,0,1890,0,0,26,2,2,0,0,0,0,7,1759,Netherlands,0
4048,Luca de la Torre,495000.0,550000.0,Heracles Almelo,Midfielder - Right Midfield,Right Midfield,1,22.0,1.77,Netherlands,right,unknown,Nike,Eredivisie,0,30.06.2022,15,5,0,2,0,0,1093,0,0,12,2,0,0,0,0,0,2,847,United States,1
4049,Rai Vloet,550000.0,770000.0,Heracles Almelo,Midfielder - Attacking Midfield,Attacking Midfield,1,25.0,1.88,Netherlands,right,Relatives,unknown,Eredivisie,0,30.06.2023,31,14,6,5,0,0,2604,0,0,7,0,0,0,0,0,0,0,139,Netherlands,0
4050,Delano Burgzorg,578000.0,770000.0,Heracles Almelo,Forward - Left Winger,Left Winger,1,21.0,1.8252542000658893,Netherlands,right,PURE,Nike,Eredivisie,0,30.06.2023,16,2,2,0,0,0,909,0,0,35,9,2,0,0,0,0,3,2010,Netherlands,1
4051,Jeremy Cijntje,330000.0,330000.0,Heracles Almelo,Forward - Left Winger,Left Winger,1,22.0,1.83,Netherlands,right,Premium Stars Sportsmanagement,adidas,Eredivisie,0,30.06.2022,30,4,2,1,0,0,1809,0,0,36,9,0,0,0,0,0,8,2813,Curacao,1
4053,Silvester van der Water,880000.0,1100000.0,Heracles Almelo,Forward - Right Winger,Right Winger,1,23.0,1.81,Netherlands,left,unknown,unknown,Eredivisie,0,30.06.2021,28,10,3,4,0,0,2055,0,0,27,12,1,0,0,0,0,2,1515,Netherlands,0
4054,Sinan Bakis,825000.0,1100000.0,Heracles Almelo,Forward - Centre-Forward,Centre-Forward,1,26.0,1.88,Netherlands,right,ELISPRO,unknown,Eredivisie,0,30.06.2023,26,12,1,5,0,0,1912,0,0,29,5,4,0,0,0,0,0,1634,Turkey,1
4055,Adrian SzÃ¶ke,358000.0,385000.0,Heracles Almelo,Forward - Centre-Forward,Centre-Forward,1,22.0,1.86,Netherlands,right,TheIntPredMan,unknown,Eredivisie,0,30.06.2021,26,13,1,0,0,0,1589,0,0,29,12,5,0,0,0,0,0,2108,Hungary,1
4056,Luuk Koopmans,523000.0,660000.0,ADO Den Haag,Goalkeeper,Goalkeeper,0,26.0,1.9,Netherlands,right,ER Sport Agency,unknown,Eredivisie,0,30.06.2020,21,0,0,0,0,0,1890,45,5,38,0,2,0,0,54,10,0,3420,Netherlands,0
4057,Robert Zwinkels,330000.0,1100000.0,ADO Den Haag,Goalkeeper,Goalkeeper,0,37.0,1.86,Netherlands,right,Agency Nr.1,unknown,Eredivisie,0,30.06.2021,5,0,0,0,0,0,450,9,2,24,0,0,0,1,41,8,0,2150,Netherlands,0
4059,Shaquille Pinas,1650000.0,1650000.0,ADO Den Haag,Defender - Centre-Back,Centre-Back,1,22.0,1.82,Netherlands,left,HCM Sports Management,unknown,Eredivisie,0,30.06.2021,26,3,0,2,1,0,2327,0,0,27,2,2,0,0,0,0,2,1738,Netherlands,1
4060,Peet Bijen,523000.0,1100000.0,ADO Den Haag,Defender - Centre-Back,Centre-Back,1,25.0,1.89,Netherlands,left,Chin International Consultancy,unknown,Eredivisie,0,30.06.2022,24,2,1,2,0,0,2063,0,0,39,7,3,0,0,0,0,1,3510,Netherlands,0
4061,Boy Kemper,440000.0,440000.0,ADO Den Haag,Defender - Centre-Back,Centre-Back,1,21.0,1.85,Netherlands,left,PUM,unknown,Eredivisie,0,30.06.2023,20,1,1,5,0,0,1231,0,0,18,0,6,0,0,0,0,1,1457,Netherlands,0
4063,Aaron Meijers,605000.0,1100000.0,ADO Den Haag,Defender - Left-Back,Left-Back,1,32.0,1.76,Netherlands,left,Grand Stand,unknown,Eredivisie,0,30.06.2022,27,2,4,5,0,0,2195,0,0,33,2,8,0,0,0,0,1,2896,Netherlands,0
4064,Milan van Ewijk,440000.0,495000.0,ADO Den Haag,Defender - Right-Back,Right-Back,0,19.0,1.75,Netherlands,right,GFM,unknown,Eredivisie,0,30.06.2022,16,0,0,0,0,0,1291,0,0,34,2,7,0,0,0,0,7,3060,Netherlands,0
4065,Andrei Ratiu,330000.0,330000.0,ADO Den Haag,Defender - Right-Back,Right-Back,1,22.0,1.83,Netherlands,right,Leaderbrock Sports,unknown,Eredivisie,1,30.06.2021,21,0,0,3,0,0,1752,0,0,31,1,4,1,0,0,0,0,2774,Romania,0
4066,Danny Bakker,715000.0,1100000.0,ADO Den Haag,Midfielder - Central Midfield,Central Midfield,1,25.0,1.78,Netherlands,left,ELITE CAREER MANAGEMENT,unknown,Eredivisie,0,30.06.2021,23,0,1,3,2,0,1581,0,0,25,2,4,0,0,0,0,1,2098,Netherlands,0
4068,Samy Bourard,440000.0,440000.0,ADO Den Haag,Midfielder - Attacking Midfield,Attacking Midfield,1,24.0,1.78,Netherlands,right,Talent and Sport,unknown,Eredivisie,0,30.06.2022,31,13,1,7,0,0,2687,0,0,34,4,6,0,0,0,0,2,1993,Belgium,1
4069,Lex Immers,440000.0,3300000.0,ADO Den Haag,Midfielder - Attacking Midfield,Attacking Midfield,1,34.0,1.87,Netherlands,right,Key Sports Management NL/PFI,unknown,Eredivisie,0,30.06.2022,24,2,2,2,0,0,2045,0,0,36,7,4,0,0,0,0,2,3203,Netherlands,0
4070,John Goossens,440000.0,1380000.0,ADO Den Haag,Midfielder - Attacking Midfield,Attacking Midfield,1,32.0,1.74,Netherlands,left,IN4-SPORTS,unknown,Eredivisie,0,30.06.2021,23,2,7,4,0,0,1930,0,0,23,1,0,0,0,0,0,2,1258,Netherlands,0
4071,Erik Falkenburg,440000.0,1650000.0,ADO Den Haag,Midfielder - Attacking Midfield,Attacking Midfield,1,32.0,1.87,Netherlands,right,Soccer Vision BV,unknown,Eredivisie,0,30.06.2021,17,1,0,1,0,0,1007,0,0,25,6,1,0,0,0,0,0,1307,Netherlands,0
4073,Bilal Ould-Chikh,330000.0,1650000.0,ADO Den Haag,Forward - Right Winger,Right Winger,1,23.0,1.7,Netherlands,left,HCM Sports Management,unknown,Eredivisie,0,30.06.2021,13,0,0,2,0,0,374,0,0,0,0,0,0,0,0,0,0,0,Netherlands,1
4075,Michiel Kramer,578000.0,3300000.0,ADO Den Haag,Forward - Centre-Forward,Centre-Forward,1,31.0,1.95,Netherlands,right,Grand Stand,unknown,Eredivisie,0,30.06.2021,13,2,0,5,0,0,677,0,0,14,1,1,0,1,0,0,1,748,Netherlands,0
4076,Amar Catic,303000.0,303000.0,ADO Den Haag,Forward - Centre-Forward,Centre-Forward,1,21.0,1.78,Netherlands,right,Prime SportBusiness,unknown,Eredivisie,0,30.06.2023,19,3,5,0,0,0,1089,0,0,13,1,0,0,0,0,0,1,440,Bosnia-Herzegovina,1
4077,Thorsten Kirschbaum,440000.0,1650000.0,VVV-Venlo,Goalkeeper,Goalkeeper,0,33.0,1.95,Netherlands,left,PRO Profil GmbH,adidas,Eredivisie,0,30.06.2021,26,0,0,3,0,0,2340,51,4,1,0,0,0,0,1,0,0,90,Germany,0
4078,Delano van Crooij,220000.0,220000.0,VVV-Venlo,Goalkeeper,Goalkeeper,0,29.0,1.85,Netherlands,both,Juzzt Football,unknown,Eredivisie,0,30.06.2022,15,0,0,0,0,0,1350,26,3,4,0,0,0,0,7,2,0,340,Netherlands,0
4079,Bram Verbong,110000.0,110000.0,VVV-Venlo,Goalkeeper,Goalkeeper,0,20.0,1.86,Netherlands,right,Sportconsult Nederland,unknown,Eredivisie,0,30.06.2021,1,0,0,0,0,0,90,4,0,0,0,0,0,0,0,0,0,0,Netherlands,0
4081,Roy Gelmi,660000.0,1380000.0,VVV-Venlo,Defender - Centre-Back,Centre-Back,1,25.0,1.88,Netherlands,right,IFM,unknown,Eredivisie,0,30.06.2022,24,0,0,2,0,0,1887,0,0,35,1,3,0,0,0,0,1,2860,Switzerland,1
4082,Steffen SchÃ¤fer,358000.0,660000.0,VVV-Venlo,Defender - Centre-Back,Centre-Back,1,26.0,1.89,Netherlands,right,unknown,unknown,Eredivisie,0,30.06.2021,15,0,0,0,0,0,1217,0,0,18,0,0,0,0,0,0,0,1390,Germany,0
4083,Christian Kum,330000.0,825000.0,VVV-Venlo,Defender - Centre-Back,Centre-Back,1,34.0,1.82,Netherlands,both,unknown,unknown,Eredivisie,0,30.06.2021,20,0,0,2,1,0,1655,0,0,27,1,8,0,0,0,0,0,1927,Netherlands,1
4084,Arjan Swinkels,220000.0,770000.0,VVV-Venlo,Defender - Centre-Back,Centre-Back,0,35.0,1.84,Netherlands,left,unknown,unknown,Eredivisie,0,0,25,0,1,1,0,1,2134,0,0,36,2,2,0,0,0,0,1,3228,Netherlands,0
4087,Lukas Schmitz,660000.0,3850000.0,VVV-Venlo,Defender - Left-Back,Left-Back,1,31.0,1.83,Netherlands,left,arena11 sports group,unknown,Eredivisie,0,30.06.2022,38,1,2,4,0,0,3232,0,0,33,2,6,0,0,0,0,4,2955,Germany,0
4088,Tobias Pachonik,880000.0,1100000.0,VVV-Venlo,Defender - Right-Back,Right-Back,1,25.0,1.85,Netherlands,right,EMG Mundial,unknown,Eredivisie,0,30.06.2022,27,1,3,2,0,0,2404,0,0,34,1,1,0,0,0,0,2,2813,Germany,0
4089,Tristan Dekker,385000.0,440000.0,VVV-Venlo,Defender - Right-Back,Right-Back,1,22.0,1.84,Netherlands,right,Juzzt Football,unknown,Eredivisie,0,30.06.2021,15,0,1,0,0,0,1046,0,0,12,0,0,0,0,0,0,2,596,Netherlands,1
4090,Danny Post,578000.0,935000.0,VVV-Venlo,Midfielder - Defensive Midfield,Defensive Midfield,1,31.0,1.91,Netherlands,right,Fortitude Player Management,unknown,Eredivisie,0,30.06.2022,21,1,0,7,1,0,1796,0,0,30,3,5,0,0,0,0,0,2614,Netherlands,0
4091,Evert Linthorst,880000.0,990000.0,VVV-Venlo,Midfielder - Central Midfield,Central Midfield,1,20.0,1.85,Netherlands,right,Loyalty Sports Agency,unknown,Eredivisie,0,30.06.2022,22,5,1,3,0,0,1693,0,0,17,2,2,0,0,0,0,0,964,Netherlands,0
4092,Richard Neudecker,523000.0,990000.0,VVV-Venlo,Midfielder - Central Midfield,Central Midfield,1,23.0,1.74,Netherlands,left,EMG Mundial,unknown,Eredivisie,0,30.06.2022,22,2,5,3,0,0,1503,0,0,17,3,1,0,0,0,0,2,915,Germany,0
4093,Simon Janssen,275000.0,275000.0,VVV-Venlo,Midfielder - Central Midfield,Central Midfield,1,19.0,1.79,Netherlands,right,Loyalty Sports Agency,unknown,Eredivisie,0,30.06.2021,18,2,2,0,0,0,1231,0,0,7,0,0,0,0,0,0,0,486,Netherlands,0
4095,Aaron Bastiaans,165000.0,165000.0,VVV-Venlo,Forward - Left Winger,Left Winger,1,18.0,1.84,Netherlands,right,Forza Sports Group,unknown,Eredivisie,0,30.06.2021,18,8,1,0,0,0,1368,0,0,13,0,0,0,0,0,0,0,1033,Netherlands,0
4096,Guus Hupperts,330000.0,1650000.0,VVV-Venlo,Forward - Right Winger,Right Winger,1,28.0,1.76,Netherlands,right,unknown,unknown,Eredivisie,0,30.06.2022,4,1,0,1,0,0,209,0,0,24,2,1,0,0,0,0,1,1644,Netherlands,0
4098,Jafar Arias,440000.0,550000.0,VVV-Venlo,Forward - Centre-Forward,Centre-Forward,0,25.0,1.91,Netherlands,right,GorrÃ© Soccer Management B.V,unknown,Eredivisie,0,30.06.2021,30,10,2,1,0,0,1821,0,0,41,14,1,0,0,0,0,0,2597,Curacao,1
4099,Georgios Giakoumakis,358000.0,1100000.0,VVV-Venlo,Forward - Centre-Forward,Centre-Forward,0,25.0,1.86,Netherlands,right,unknown,unknown,Eredivisie,0,30.06.2022,28,3,1,4,0,0,1269,0,0,23,4,5,1,0,0,0,3,992,Greece,0
4100,Konstantinos Lamprou,605000.0,1380000.0,RKC Waalwijk,Goalkeeper,Goalkeeper,0,28.0,1.78,Netherlands,left,Winny Haatrecht,unknown,Eredivisie,0,30.06.2021,5,0,0,0,0,0,450,3,3,5,0,0,0,0,6,2,0,437,Greece,0
4101,Etienne Vaessen,385000.0,495000.0,RKC Waalwijk,Goalkeeper,Goalkeeper,0,25.0,1.89,Netherlands,right,Soccer Vision BV,Hummel,Eredivisie,0,30.06.2022,25,0,0,3,0,0,2202,57,4,44,0,7,0,0,59,9,0,3990,Netherlands,0
4103,Melle Meulensteen,385000.0,440000.0,RKC Waalwijk,Defender - Centre-Back,Centre-Back,1,21.0,1.84,Netherlands,right,UK Sport Management BV,unknown,Eredivisie,0,30.06.2022,19,4,0,5,0,0,1470,0,0,39,1,5,0,1,0,0,0,3273,Netherlands,0
4104,Lars Nieuwpoort,275000.0,330000.0,RKC Waalwijk,Defender - Centre-Back,Centre-Back,1,25.0,1.89,Netherlands,left,ESA Soccer,unknown,Eredivisie,0,30.06.2021,10,1,0,0,0,0,852,0,0,21,0,2,0,1,0,0,0,1315,Netherlands,0
4107,Thierry Lutonda,385000.0,440000.0,RKC Waalwijk,Defender - Left-Back,Left-Back,1,19.0,1.67,Netherlands,left,Eleven Management,unknown,Eredivisie,1,30.06.2021,4,0,2,1,0,0,232,0,0,4,0,1,0,0,0,0,0,123,Belgium,1
4108,Paul Quasten,165000.0,495000.0,RKC Waalwijk,Defender - Left-Back,Left-Back,1,35.0,1.79,Netherlands,left,Grand Stand,unknown,Eredivisie,0,30.06.2021,15,1,1,2,0,0,1156,0,0,43,1,7,0,0,0,0,5,3842,Czech Republic,1
4109,JuriÃ«n Gaari,440000.0,550000.0,RKC Waalwijk,Defender - Right-Back,Right-Back,0,26.0,1.81,Netherlands,right,SEG,unknown,Eredivisie,0,30.06.2022,20,0,1,4,0,1,1760,0,0,45,1,10,0,0,0,0,4,4027,Curacao,1
4111,Nicolas Olsak,440000.0,550000.0,RKC Waalwijk,Midfielder - Defensive Midfield,Defensive Midfield,1,28.0,1.81,Netherlands,right,Top Sport Services,unknown,Eredivisie,0,30.06.2021,21,2,2,4,0,0,1566,0,0,34,1,5,2,0,0,0,4,2754,Israel,1
4113,Anas Tahiri,605000.0,770000.0,RKC Waalwijk,Midfielder - Central Midfield,Central Midfield,1,25.0,1.79,Netherlands,right,11one,unknown,Eredivisie,0,30.06.2021,27,6,1,2,0,0,1639,0,0,45,2,3,0,0,0,0,5,3257,Belgium,1
4114,Hans Mulder,220000.0,550000.0,RKC Waalwijk,Midfielder - Central Midfield,Central Midfield,1,33.0,1.8,Netherlands,right,unknown,Nike,Eredivisie,0,30.06.2021,19,1,0,3,1,0,1360,0,0,41,4,6,0,0,0,0,1,2412,Netherlands,1
4115,Nando NÃ¶stlinger,110000.0,110000.0,RKC Waalwijk,Midfielder - Central Midfield,Central Midfield,1,22.0,1.89,Netherlands,right,RSM,unknown,Eredivisie,0,30.06.2021,11,2,1,0,0,0,933,0,0,0,0,0,0,0,0,0,0,0,Belgium,1
4116,Richard van der Venne,358000.0,440000.0,RKC Waalwijk,Midfielder - Attacking Midfield,Attacking Midfield,1,28.0,1.73,Netherlands,left,Soccer-Solutions,unknown,Eredivisie,0,30.06.2022,30,7,9,9,0,0,2519,0,0,40,13,8,0,0,0,0,4,3195,Netherlands,0
4118,SaÃ¯d Bakari,330000.0,385000.0,RKC Waalwijk,Forward - Left Winger,Left Winger,1,25.0,1.78,Netherlands,right,MLK,unknown,Eredivisie,0,30.06.2021,22,2,2,3,0,0,1626,0,0,17,2,0,0,0,0,0,1,1193,Comoros,1
4119,Lennerd Daneels,110000.0,110000.0,RKC Waalwijk,Forward - Left Winger,Left Winger,0,22.0,1.72,Netherlands,right,O-T group,unknown,Eredivisie,0,30.06.2021,18,2,0,1,0,0,1148,0,0,28,4,2,0,1,0,0,1,1253,Belgium,0
4120,James Efmorfidis,440000.0,440000.0,RKC Waalwijk,Forward - Right Winger,Right Winger,1,24.0,1.78,Netherlands,both,Key Sports Management NL/PFI,unknown,Eredivisie,0,30.06.2022,15,5,1,1,0,0,1136,0,0,39,9,1,0,0,0,0,0,2972,Greece,1
4122,Sylla Sow,495000.0,605000.0,RKC Waalwijk,Forward - Centre-Forward,Centre-Forward,1,24.0,1.82,Netherlands,right,Prime SportBusiness,unknown,Eredivisie,0,30.06.2021,23,6,2,5,0,0,1509,0,0,31,8,0,0,0,0,0,9,2270,Netherlands,1
4123,Mario Bilate,358000.0,440000.0,RKC Waalwijk,Forward - Centre-Forward,Centre-Forward,1,29.0,1.9,Netherlands,right,Wasserman,unknown,Eredivisie,0,30.06.2021,18,1,2,1,0,0,1294,0,0,24,12,3,0,0,0,0,4,1786,Netherlands,1
4124,Simon Mignolet,8800000.0,15400000.0,Club Brugge KV,Goalkeeper,Goalkeeper,0,32.0,1.93,Belgium,right,SportPlus Football Management,Nike,Jupiler Pro League,0,30.06.2024,44,0,0,1,0,0,3990,39,20,2,0,0,0,0,4,0,0,180,Belgium,0
4125,Ethan Horvath,1540000.0,2200000.0,Club Brugge KV,Goalkeeper,Goalkeeper,0,25.0,1.95,Belgium,right,Alliance Sportsmanagement AG,unknown,Jupiler Pro League,0,30.06.2021,3,0,0,0,0,0,270,1,2,34,0,1,0,0,37,14,0,3060,United States,1
4126,Nick Shinton,220000.0,220000.0,Club Brugge KV,Goalkeeper,Goalkeeper,0,19.0,1.94,Belgium,left,Christophe Henrotay,unknown,Jupiler Pro League,0,30.06.2022,3,0,0,0,0,0,270,8,0,6,0,0,0,0,7,0,0,540,Belgium,0
4128,Simon Deli,6050000.0,7700000.0,Club Brugge KV,Defender - Centre-Back,Centre-Back,1,28.0,1.92,Belgium,left,no agent,unknown,Jupiler Pro League,0,30.06.2022,43,3,1,2,0,1,3825,0,0,36,0,1,0,0,0,0,1,2796,Cote d'Ivoire,0
4129,Brandon Mechele,5280000.0,6600000.0,Club Brugge KV,Defender - Centre-Back,Centre-Back,1,27.0,1.9,Belgium,right,SportPlus Football Management,unknown,Jupiler Pro League,0,30.06.2023,38,1,3,4,0,0,3405,0,0,40,0,7,0,0,0,0,0,3600,Belgium,0
4130,Odilon Kossounou,4400000.0,4950000.0,Club Brugge KV,Defender - Centre-Back,Centre-Back,1,19.0,1.91,Belgium,right,Global Soccer Management,unknown,Jupiler Pro League,0,30.06.2023,13,0,0,2,0,0,945,0,0,9,0,3,0,0,0,0,0,509,Cote d'Ivoire,0
4131,Matej Mitrovic,2640000.0,4400000.0,Club Brugge KV,Defender - Centre-Back,Centre-Back,1,26.0,1.87,Belgium,right,Ivan Cvjetkovic,unknown,Jupiler Pro League,0,30.06.2022,12,0,0,0,0,0,929,0,0,14,0,2,0,0,0,0,1,1209,Croatia,0
4132,Ahmed Touba,330000.0,660000.0,Club Brugge KV,Defender - Centre-Back,Centre-Back,1,22.0,1.9,Belgium,left,unknown,Puma,Jupiler Pro League,0,30.06.2021,10,0,0,1,0,0,900,0,0,9,0,3,0,0,0,0,0,533,Belgium,1
4133,Erhan Masovic,275000.0,1650000.0,Club Brugge KV,Defender - Centre-Back,Centre-Back,1,21.0,1.89,Belgium,right,Relatives,unknown,Jupiler Pro League,0,30.06.2021,28,0,0,4,0,0,1191,0,0,17,0,5,0,1,0,0,0,1360,Serbia,1
4134,Eduard Sobol,3520000.0,4400000.0,Club Brugge KV,Defender - Left-Back,Left-Back,1,25.0,1.86,Belgium,left,ProStar,unknown,Jupiler Pro League,1,30.06.2021,37,0,4,6,0,0,3031,0,0,27,1,5,0,0,0,0,3,1868,Ukraine,0
4135,Federico Ricca,2200000.0,2750000.0,Club Brugge KV,Defender - Left-Back,Left-Back,1,25.0,1.79,Belgium,left,IS SPORTS AGENCY INTERSOCCER,unknown,Jupiler Pro League,0,30.06.2023,15,2,0,3,0,0,1113,0,0,38,5,11,0,0,0,0,3,3287,Uruguay,1
